hy,Unnamed: 0,pred,tweet_text,label_y,new_label,new_label_2,count
2042,3431,227,sonhei com pai oxumare,pai,pai,mae maezona pai,1
2043,3637,227,sonhei c uma menina que conheco ficava gravida e um menino q conheco virava pai,pai,pai,mae maezona pai,1
2044,3851,227,sonhei com meu pai essa noite,pai,pai,mae maezona pai,1
2045,3856,227,sonhei que tinha uma relacao boa com meu pai,pai,pai,mae maezona pai,1
2046,3906,227,sonhei com meu pai,pai,pai,mae maezona pai,1
2047,3914,227,sonhei que o lnnon era meu pai,pai,pai,mae maezona pai,1
2048,4056,227,sonhei com meu pai,pai,pai,mae maezona pai,1
2279,4063,280,sonhei que meu pai e eu cuidamos de uma menina e ela cresceu e ele quis pegar ela e ela qria e ficava tenho mais de e eu mas ok pq dps ele foi decapitado,pai,pai,pai,1
2059,758,85,sonhei q um dia eu tinha paz nessa casa,cas,casa,casa,1
2066,2639,85,sonhei q estava caindo na porrada c uma feia vezes nao tenho paz,porrada,porrada,porrada,1
2067,3170,85,sonhei com cobra quem e que seja me deixa em paz hein,cobra,cobra,cobra,1
2069,3394,85,sonhei que tinha ido ver um jogo do flamengo com o andre no maracana e antes da partida comecar eu tava tendo muitas dores e do nada eu pari uma crianca mesmo tomando anticoncepcional e tendo ovario policistico mulher nao tem paz nem em sonho,flamengo,flamengo,flamengo,1
2070,194,123,sonhei q levei um tiro no peito foi traumatico senti um aperto no coracao e uma falta de ar enorme dps pqp,peito,peito,cabeca peito peitos umbigo joelho,1
2071,389,123,sonhei com o bico do meu peito todo dolorido e acordei com dor mesmo nao to conseguindo encostar,peito,peito,cabeca peito peitos umbigo joelho,1
2072,799,123,sonhei que tinha pelos no meu peito e abdomen,peito,peito,cabeca peito peitos umbigo joelho,1
2073,850,123,sonhei com a alexandra e o vandersom me meu peito,peito,peito,cabeca peito peitos umbigo joelho,1
2074,917,123,sonhei com peitos,peito,peitos,cabeca peito peitos umbigo joelho,1
2075,937,123,sonhei que colocava o piercing no peito agora to querendo,peito,peito,cabeca peito peitos umbigo joelho,1
2076,955,123,sonhei que eu deitei no peito do the weeknd e comecei a chorar muito entao fiquei de frente e comecei a socar ele pq ele nao faz tour no brasil e eu precisava ir no show dele,peito,peito,cabeca peito peitos umbigo joelho,1
2077,2430,123,sonhei dando um abraco tao maravilhoso em e lindo que sempre que eu to com a saudade ardendo mais no peito ela aparece nos meus sonhos e e tao real,peito,peito,cabeca peito peitos umbigo joelho,1
2078,2693,123,sonhei c ele e acordei c um aperto enorme no peito,peito,peito,cabeca peito peitos umbigo joelho,1
2079,3527,123,sonhei q eu ganhava um fansign do txt e isso me dava o direito de deitar no peito do hyuka acordei triste,peito,peito,cabeca peito peitos umbigo joelho,1
2080,3593,123,eu sonhei que eu tomei um tiro no peito num posto de gasolina abastecendo que coisa horrivel,peito,peito,cabeca peito peitos umbigo joelho,1
2081,1246,403,sonhei com peixe por causa de procurando nemo,peixe,peixe,japa japonesa peixe sushi,1
2082,1335,403,eu sonhei q me atrasava pra prova e minha mae q a rubi se transformou em um peixe e sumiu na agua,peixe,peixe,japa japonesa peixe sushi,1
2083,1912,403,eu sonhei que tava empanando peixe pra almocar,peixe,peixe,japa japonesa peixe sushi,1
2084,2945,403,sonhei que tava em casa comendo o peixe frito que meu pai faz todo mundo reunido na mesa ai meu coracao,peixe,peixe,japa japonesa peixe sushi,1
2085,3207,403,sonhei que tinha um peixe quero um peixe,peixe,peixe peixe,japa japonesa peixe sushi,1
2086,3941,403,eu sonhei q tinha um peixe mas ele era mto teimoso e ficava fugindo do aquario n tinha como deixar ele sozinho pq ele pulava do aquario e ficava se debatendo no chao e ai do nada ele fugiu p um riacho e eu tive q sair louca correndo rio abaixo p recuperar o bendito,peixe,peixe,japa japonesa peixe sushi,1
1693,1252,375,sonhei que via um monte de conhecido pelados todos sem medo de seus orgaos genitais balangado por ai,pelado,pelados,pelados,1
2087,1092,286,sonhei que eu tava na mid com o gui e tds na pista de danca tavam usando kigurimis de pelucia e eu fiquei triste que nao tinha levado meu kigurumi eu nem tenho um,peluc,pelucia,pelucia,1
2088,2130,286,eu sonhei que eu pegava uma pelucia naquela maquina e agora to triste porque nao tenho nenhuma pelucia,peluc,pelucia pelucia,pelucia,1
2089,4049,286,sonhei q eu fiquei presa dentro daquelas maquinas de ursinhos de pelucia,peluc,pelucia,pelucia,1
2090,220,343,sonhei que tinha achado meu anel que perdi ontem quase comecei a chorar quando acordei e percebi que tinha sido so um sonho,perceb,percebi,percebi,1
2091,367,343,sonhei que ele estava do meu lado quando acordei percebi que nao era um sonho e ele estava ali mesmo,perceb,percebi,percebi,1
2092,406,343,sonhei com o ju o sonho foi horrivel e eu percebi q to com muita sdds pq ele e meu amigo e eu to mal por n ta falando com ele,perceb,percebi,percebi,1
2093,2647,343,sonhei q ganhei mil quando percebi que era so um sonho acordei triste,perceb,percebi,percebi,1
2094,2690,343,sonhei com vc cvs cmg denovo pareceu tao real quando acordei percebi que foi um sonho acho q vc quis falar cmg daonde vc esta irmao obrigado e eu te amo sempre,perceb,percebi,percebi,1
2095,3376,343,eu sonhei q tava dormindo com ele e me deu vontade de chorar qnd eu acordei e percebi q ele nn estava cmg,perceb,percebi,percebi,1
2096,1145,434,sonhei que estava passando o perfume da virginia na taylor,perfum,perfume,perfume,1
2097,1230,434,sonhei que tava conversando com a maraisa e foi tao real senti ate o cheirinho do perfume dela,perfum,perfume,perfume,1
2098,2333,434,sonhei com ele parece que sentia ate o cheiro do perfume vou me jogar da ponte da samae,perfum,perfume,perfume,1
2099,3512,434,sonhei com muito perfume,perfum,perfume,perfume,1
2100,3966,434,sonhei que a boca rosa lancava um perfume infantil do filho dela e o cheiro era umas melhores coisas do mundo eu senti o cheiro tenho certeza absoluta gente nao e possivel que foi so sonho ou foi um espirito cheiroso perto de mim enquanto sonhava,perfum,perfume,perfume,1
2101,2050,275,sonhei que tava pescando,pesc,pescando,pescando pesca pescar,1
2102,2313,275,sonhei que eu tava comprando equipamentos de pesca to ficando velho mesmo,pesc,pesca,pescando pesca pescar,1
2103,3163,275,eu sonhei que conhecia a casa da juliette e ela me convidava pra pescar fiquei,pesc,pescar,pescando pesca pescar,1
2104,957,129,sonhei com ele e vi ele pessoalmente,pessoal,pessoalmente,pessoalmente pessoal,1
2105,1800,129,sonhei que encontrava o jooj pessoalmente e acordei triste,pessoal,pessoalmente,pessoalmente pessoal,1
2106,2673,129,sonhei que estava no show do korn e o jonathan davis me buscou pessoalmente pra subir no palco,pessoal,pessoalmente,pessoalmente pessoal,1
2107,3082,129,sonhei que eu mandava o bolsonaro se fuder pessoalmente,pessoal,pessoalmente,pessoalmente pessoal,1
2108,3241,129,sonhei com a amg da kelly da qual eu nunca nem vi pessoalmente,pessoal,pessoalmente,pessoalmente pessoal,1
2109,3452,129,sonhei que tava maratonando a s de bridgerton na cena o pessoal tava recebendo o primeiro o lady whistledown depois da revelacao de que e a pen,pessoal,pessoal,pessoalmente pessoal,1
2118,1732,390,sonhei q eu era mt shaipado pica ta,pic,pica,picou pica picada,1
2119,3119,390,sonhei tomando uma picada de escorpiao,pic,picada,picou pica picada,1
2120,258,305,eu sonhei q eu tinha colocado piercing no nariz e a stephany tinha comprado um estojo de lapis de cor da barbie q custava conto e era magico fazia umas coisas mto malucas,piercing,piercing,piercing tattoo tattoos tatuagem,1
2121,630,305,sonhei que meti um piercing na teta tava mt foda,piercing,piercing,piercing tattoo tattoos tatuagem,1
2122,888,305,sonhei que tinha colocado piercing no nariz vou ter que por meu deus,piercing,piercing,piercing tattoo tattoos tatuagem,1
2123,1197,305,sonhei que eu tinha um piercing na sobrancelha,piercing,piercing,piercing tattoo tattoos tatuagem,1
2124,1840,305,sonhei q tinha botado piercing,piercing,piercing,piercing tattoo tattoos tatuagem,1
2125,1854,305,eu sonhei que tinha colocado um piercing e agr ta aparecendo coisa de piercing pra mim,piercing,piercing piercing,piercing tattoo tattoos tatuagem,1
2126,2155,305,sonhei q tinha colocado um piercing na boca sera q e um sinal de deus p eu colocar,piercing,piercing,piercing tattoo tattoos tatuagem,1
2127,2340,305,sonhei q tinha colocado piercing,piercing,piercing,piercing tattoo tattoos tatuagem,1
2128,2729,305,sonhei que eu tinha tirado o piercing e a primeira coisa que fiz quando acordei foi me certificar que ele estava ali deus me dibre,piercing,piercing,piercing tattoo tattoos tatuagem,1
2129,3009,305,sonhei que tinha colocado piercing na boca,piercing,piercing,piercing tattoo tattoos tatuagem,1
2130,3096,305,sonhei q me enchia de piercing e ficava linda assim,piercing,piercing,piercing tattoo tattoos tatuagem,1
2131,3921,305,sonhei que tava com piercing no canto da boca serase um sinal p eu furar,piercing,piercing,piercing tattoo tattoos tatuagem,1
2132,3984,305,sonhei que coloquei um piercing na boca e fiquei linda se preparem pois dps que eu tirar o aparelho vou meter um,piercing,piercing,piercing tattoo tattoos tatuagem,1
1711,487,218,sonhei q era piloto de papo reto um dos melhores da vida top gun total,piloto,piloto,piloto,1
2453,2127,263,eu sonhei um piloto inteiro de uma serie a minha mente caras,piloto,piloto,piloto,1
2133,452,104,sonhei que estava refazendo um quadro pintando ele todo de branco pra comecar uma nova arte,pint,pintando,pintando pintavam pintar pintava pintei pintado,1
2134,743,104,sonhei q pintavam meu cabelo,pint,pintavam,pintando pintavam pintar pintava pintei pintado,1
2135,814,104,sonhei com meu cabelo da proxima cor que eu vou pintar acho que e um sinal para eu fazer,pint,pintar,pintando pintavam pintar pintava pintei pintado,1
2136,1523,104,sonhei que pintava o meu cabelo de rosa e depois lutava com leoes alguem explica,pint,pintava,pintando pintavam pintar pintava pintei pintado,1
2137,1763,104,sonhei q pintei o cabelo vo falar pra minha mae,pint,pintei,pintando pintavam pintar pintava pintei pintado,1
2138,1914,104,sonhei q pintava meu cabelo de azul,pint,pintava,pintando pintavam pintar pintava pintei pintado,1
2139,2008,104,eu sonhei que pintava o cabelo de preto me deu um gatilho,pint,pintava,pintando pintavam pintar pintava pintei pintado,1
2140,2378,104,sonhei que pintei o cabelo de preto,pint,pintei,pintando pintavam pintar pintava pintei pintado,1
2141,2407,104,sonhei que cortava o cabelo e pintava,pint,pintava,pintando pintavam pintar pintava pintei pintado,1
2142,2634,104,sonhei que morava em macapa e pintava meu cabelo de loiro,pint,pintava,pintando pintavam pintar pintava pintei pintado,1
2143,2980,104,sonhei q pintava meu cabelo de loiro vem logo novembro quero tirar esse castanho,pint,pintava,pintando pintavam pintar pintava pintei pintado,1
2144,3485,104,sonhei que tinha pintado meu cabelo dnv sera esse um sinal,pint,pintado,pintando pintavam pintar pintava pintei pintado,1
2145,4045,104,sonhei que pintava meu cabelo de rosa,pint,pintava,pintando pintavam pintar pintava pintei pintado,1
2146,538,372,sonhei que estava com a bruna e com a mary brincando de pega pega numa piscina de bolinha na chuva,piscin,piscina,piscina piscinas,1
2147,1062,372,sonhei que eu assistia pedidos de casamentos feitos no ralo da piscina e que a caju tinha me dado hate no twitter pq eu me vesti de nami,piscin,piscina,piscina piscinas,1
2148,2656,372,sonhei q estava numa festa na piscina q tinha q jogar alface na cabeca das pessoas eu tinha uma yorkshire q pariu filhotes durante a festa e a veterinaria era a maria priscila eu gostaria mto de entender o funcionamento da minha mente,piscin,piscina,piscina piscinas,1
2149,2936,372,sonhei que tava indo pra piscina,piscin,piscina,piscina piscinas,1
2150,3454,372,sonhei que meu pai comprava um casarao de praia com direito a piscinas e quadra de jogos porem a casa era a cara daquelas mal assombradas e nem precisei entrar pra sentir a energia,praia,praia,praia,1
2151,3749,372,sonhei que piscinas eram criminalizadas em todo o pais,piscin,piscinas,piscina piscinas,1
134,3070,414,eu sonhei com a yu e ate com o shinji hoje que eu tava indo la ver eles e passava pra comprar pizza dai minha irma aparecia e dizia que me levava pra buscar ai o shinji aparecia falando que tudo bem a pizza ser vegana mas o shun nao tava no sonho,pizza,pizza,pizza,1
132,2619,414,sonhei que tinha chegado o dia da eleicao e a urna quebrava bem na minha vez e como ja tava perto das h eles nao estavam querendo me deixar votar dai eu fiz um barraco e do nada apareceu o coordenador do meu curso pra me ajudar,vot,votar,votar,1
2205,2003,424,sonhei que q campanha do lulaoficial relancava o jingle de onde diz que o presidente e povo e o povo e presidente aquele jingle e maravilhoso,presidente,presidente presidente,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
2206,3425,424,sonhei que o bonner virou presidente,presidente,presidente,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
2207,3975,424,sonhei com meu futuro presidente lulaeu sei que tu vens,presidente,presidente,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
2177,489,145,hoje eu sonhei que me casava com a sofiasantino e a gente estava indo passar a lua de mel em porto para tomar um bom vinho do porto te amo vida,port,porto porto,porto porta,1
2178,1045,145,sonhei q tava em uma festa com todos os meus amigos que eu conheci em porto seguro nunca fui tao feliz,port,porto,porto porta,1
2179,1506,145,sonhei com o marcus essa noite tava todo mundo em uma festa ele chegou quietinho e sentou em um canto passou toda a noite la no final da festa eu vi ele sair pela porta fui correndo atras dele e ele me falou q gosta de ficar la observando que se sente em casa,port,porta,porto porta,1
2180,2910,145,sonhei que encontrei o eduardo sterblitch no camelodromo em porto alegre,port,porto,porto porta,1
2181,3934,145,sonhei hoje tambem com uma bmw em formato de jipe tinha lugares e nao tinha porta lol custava a,port,porta,porto porta,1
2182,2015,444,sonhei a noite toda q o poze me dava um secador uma prancha e um iphone,poze,poze,hariel jao jorge e matheus juliano julian liniker luan santana marilia paiva poze,1
2183,2236,444,sonhei que tava numa balada na europa com mc poze,poze,poze,hariel jao jorge e matheus juliano julian liniker luan santana marilia paiva poze,1
2184,2301,444,sonhei que o poze pagava uma faculdade p mim muito aleatorio,poze,poze,hariel jao jorge e matheus juliano julian liniker luan santana marilia paiva poze,1
2185,2387,444,sonhei que eu namorava o poze e o fim,poze,poze,hariel jao jorge e matheus juliano julian liniker luan santana marilia paiva poze,1
2186,3585,444,sonhei que eu ficava com o poze,poze,poze,hariel jao jorge e matheus juliano julian liniker luan santana marilia paiva poze,1
2187,1102,150,sonhei com essa praga,prag,praga,praga,1
2188,2757,150,sonhei com esse menino e agr ele fica o dia todo na minha cabeca que praga,prag,praga,praga,1
2189,3197,150,sonhei que o bolsonaro tinha morrido mas ai depois ele tava vivo a praga nao bate as botas direito nem no meu sonho,prag,praga,praga,1
2190,3652,150,sonhei com essa praga dnv que inferno,prag,praga,praga,1
2194,74,94,sonhei que tava no inferno e quanto mais triste vc se sentisse mais vc descia e eu apertei no elevador la pra descer e eu desci pra um ponto onde o elevador ficou preso,pres,preso,preso presa presidente,1
2195,660,94,sonhei que eu tava presa,pres,presa,preso presa presidente,1
2196,726,94,sonhei que fui preso,pres,preso,preso presa presidente,1
2197,865,94,eu sonhei que a gente sofria um golpe de estado e as regras pra nao ser preso era andar sempre em grupo de pessoas nao sorrir nao tocar nao nao fumar ai eu fui na casa do presidente golpista e matava ele deixando um varal cair na cabeca dele acordei,pres,preso presidente,preso presa presidente,1
2198,1491,94,sonhei q tinha sido preso dnv e aprontava cara peripecia la dentro to rindo d minha propria cara,pres,preso,preso presa presidente,1
2199,3566,94,sonhei que tava preso num inferno tentando fugir e queria ligar pro meu pai pra perguntar se e uma boa ideia me demitir acordei eram h eu tinha dormido por uns minutos,pres,preso,preso presa presidente,1
2200,3575,94,hoje eu sonhei que era presa por causa de um baseadinho mixuruca,pres,presa,preso presa presidente,1
2201,262,119,eu sonhei q tava fazendo mais um furo na orelha quem ai var me dar de presente,present,presente,presente,1
2202,870,119,sonhei que o dia do meu niver foi horrivel e que n ganhei presente nenhum que isso uma visao,present,presente,presente,1
2203,1164,119,sonhei c a minha pombogira e acordei como se tivesse alguem me olhando sempre presente nos meus caminhos e ai de quem tentar contra,present,presente,presente,1
2204,2028,119,sonhei q ganhava um presente incrivel q n tem nem como descrever em palavras de um namorado sera q e visao,present,presente,presente,1
2223,119,310,sonhei que o lula divorciava da janja e eu ficava imensamente devastada que ela nao chegava a ser primeira dama,primeir,primeira,primeira primeiro,1
2224,189,310,sonhei que virava garota de programa e meu primeiro cliente era um velho,primeir,primeiro,primeira primeiro,1
2225,859,310,sonhei em italiano pela primeira vez e ainda falava mal aha,ital,italiano,italiano,1
2226,883,310,sonhei que tava tendo parada tipo a disney parede mas era os jogadores de hockey da superior eu gritando o pacer pra ir ficar la primeira fila e ele sorrindo dizendo que ia desfilar com o plus gentil do meu maridinho austin me colocando no ombro pra enxergar pq sou baixinha,primeir,primeira,primeira primeiro,1
2227,893,310,sonhei essa noite q tirava minha carteira pela primeira vez depois de mts pesadelos sonhando q perdia eu acho q agr pode dar certo,primeir,primeira,primeira primeiro,1
2228,1343,310,eu sonhei que fui expulsa de casa e eu estava procurando um airbnb pra ficar meu plano era ficar pulando de airbnb para airbnb morro que na minha primeira parada eu deitei no banco do terminal de bus para dormir pq eu era exigente para escolher o lugar de dormir,primeir,primeira,primeira primeiro,1
2229,1370,310,sonhei que comprei um whisky carissimo e na primeira golada ele espatifou no chao,compras,comprei,comprei,1
2230,2208,310,sonhei tbm que meu sobrinho falou a primeira palavra e foi o nome dele,primeir,primeira,primeira primeiro,1
2231,2330,310,sonhei com maycon pela primeira vez depois do acontecido acordei com o coracao quentinho pra sempre vou amar esse menino,primeir,primeira,primeira primeiro,1
2232,2361,310,sonhei vezes com ele e na primeira vez quase acordei chorando,primeir,primeira,primeira primeiro,1
2233,2410,310,sonhei q o vox dava uma previa do primeiro solo dele nesse karaoke,primeir,primeiro,primeira primeiro,1
2234,2953,310,sonhei q a disney tinha pegado fogo primeira coisa q fiz quando acordei fui ver se era real n era ainda bem,primeir,primeira,primeira primeiro,1
2235,3221,310,sonhei com o fim do mundo acordo abro o twitter e isso e a primeira coisa que eu vejo,primeir,primeira,primeira primeiro,1
2208,26,42,eu sonhei com um ontem e agora a minha mae acabou de me falar que minha prima ta indo pra maternidade pq a bolsa estourou u r,primo prima,prima,familia tia prima primas primo primos sogra familia tia,1
2209,71,42,sonhei que minha prima de anos me chamava de comunista num tom ofensivo ela nem sabe o que comeu hoje tadinha,comunista,comunista,comunista,1
2210,319,42,sonhei com minha prima gravida,primo prima,prima,familia tia prima primas primo primos sogra familia tia,1
2211,333,42,sonhei com gravidez uma prima minha engravidou sonhei com uma gravida tendo um aborto a mesma prima perdeu o,primo prima,prima prima,familia tia prima primas primo primos sogra familia tia,1
2212,410,42,sonhei que minha prima morria e o tema do interro era o palmeiras o mds,primo prima,prima,familia tia prima primas primo primos sogra familia tia,1
2213,574,42,sonhei que eu era prima da north,primo prima,prima,familia tia prima primas primo primos sogra familia tia,1
2214,956,42,sonhei com minhas primas e to ate agora triste q abandonei uma delas no sonho,primo prima,primas,familia tia prima primas primo primos sogra familia tia,1
2215,1694,42,sonhei que tava em portugal c minhas primas,primo prima,primas,familia tia prima primas primo primos sogra familia tia,1
2217,1985,42,hoje sonhei que eu e meu primo mateusdamts tinhamos que derrotar o voldemort eu ainda ficava pesquisando na internet os feiticos,primo prima,primo,familia tia prima primas primo primos sogra familia tia,1
2218,2153,42,sonhei q brigava com a minha prima por causa de rosh,primo prima,prima,familia tia prima primas primo primos sogra familia tia,1
2219,2455,42,sonhei com todos os meus primos noia essa noite,primo prima,primos,familia tia prima primas primo primos sogra familia tia,1
2220,3105,42,sonhei com meu primo e acordei com mais saudade ainda meu deus como doi,primo prima,primo,familia tia prima primas primo primos sogra familia tia,1
2221,3144,42,sonhei que tive um uma menina ela era bem pequenina ela e minha prima estava comigo me ensinando,primo prima,prima,familia tia prima primas primo primos sogra familia tia,1
2222,3447,42,sonhei com o tininho eu amo esse meu primo cara,primo prima,primo,familia tia prima primas primo primos sogra familia tia,1
2236,236,164,sonhei com o problema agradeco ao rsd por esses dias maravilhosos,problem,problema,problema problemas,1
2237,328,164,sonhei q tinha voltado no tempo l atras quando tudo era mais simples e meus problemas era entregar tarefa da escola,problem,problemas,problema problemas,1
2238,546,164,eu sonhei que acontecia um acidente e eu e pablo ficavamos apaticos esperando paula chegar pra resolver o problema pq ela quem sabe mais,problem,problema,problema problemas,1
2239,1211,164,sonhei com problemas,problem,problemas,problema problemas,1
2240,1594,164,sonhei com o ericson no sonho ele resolvia um problema pra mim e eu nao tenho duvida disso que abraco gostoso pra sempre no meu coracao brilha,problem,problema,problema problemas,1
2241,2302,164,sonhei que teve problema na secao eleitoral em que trabalho e nao deu tempo de ir votar,problem,problema,problema problemas,1
2242,2881,164,sonhei q minha familia voltou do rj sem mim e eu fiquei por problema na passagem foi tenebroso,problem,problema,problema problemas,1
2243,3686,164,sonhei q eu sonhava q me atrasava p terapia mas acordava e ia p terapia e a terapeuta me perguntava se eu tinha problemas com a,problem,problemas,problema problemas,1
2244,856,485,sonhei que namorava um carinha do ig tao bonitinho pena que nunca vou ter coragem de chegar nele e ele e low profile nao posta nem story isso so dificulta mais o processo,process,processo,processo processando,1
2245,1501,485,sonhei tanta coisa sem rumo essa noite que eu acordei processando tentando distinguir se era verdade ou nao,process,processando,processo processando,1
2246,2985,485,sonhei com processo seletivo,process,processo,processo processando,1
2247,4080,485,sonhei q eu levava um processo,process,processo,processo processando,1
796,3904,166,eu sonhei q achava tres tipos de hax diferente dentro da gaveta de professor numa sala de aula,professor,professor,professor,1
901,3018,167,sonhei com um professor que eu nao gostava na epoca da escola e uma coisa que jamais aconteceria,professor,professor,professor,1
1032,632,426,sonhei cm a professora fui olha face dela na vida real casada filho,professor,professora,professora,1
1124,3401,373,sonhei que eu tinha uma professora de filosofia muito foda e obvio que eu estava com um crush enorme por ela,professor,professora,professora,1
1732,1408,386,sonhei que o professor rodrigo hilbert declarava atraves de outras palavras que ia votar no mito dai a sala toda comecou a rir e desrespeitar ele menos o hugo que comecou a chorar e gritar que estava farto do sistema,professor,professor,professor,1
1926,1153,269,sonhei com a minha professora de portugues nao entendi nada,professor,professor,professor,1
2160,673,213,sonhei que os professores paravam de enrolar pra soltar a porra de uma nota,professor,professores,professores,1
2400,3574,172,sonhei que tava fazendo inversao na barra sem a professora na sala e comecei a escorregar acordei assustada pq tava mto real,professor,professora,professora,1
2248,1758,246,sonhei que eu era aceita pra trabalhar em um programa na radio pq isso nao acontece real gente af,program,programa,programa programando,1
2249,2070,246,sonhei que tava programando em elixir,program,programando,programa programando,1
2250,2222,246,sonhei que estava trabalhando com a maisa em um programa vibes xuxa,program,programa,programa programando,1
1617,3774,383,sonhei q tinha perdido a hora do curso e da prova da obmep acordei exatamente as h da manha e nao consigo mais dormir,prov,prova,prova,1
2253,846,423,sonhei q estava provando vestido pra ser madrinha de casamento to so pelo convite amigas,prov,provando,provando prova,1
2254,1020,423,sonhei que tirei numa prova foi um pesadelo,prov,prova,provando prova,1
2255,1298,423,sonhei alguma coisa c a prova e acordei fui ver minhas notificacoes e tinha saido a nota da prova de ontem,prov,prova prova,provando prova,1
2256,2094,423,eu sonhei que nao tinha dado tempo de terminar a prova sera um sinal,prov,prova,provando prova,1
2258,2160,423,sonhei q tinha tirado na prova de fisica que deus e o marcio me oucam,prov,prova,provando prova,1
2259,2622,423,sonhei que esqueci a prova do enade e fiquei sem diploma,prov,prova,provando prova,1
2260,3410,423,sonhei que tava fazendo prova que desesperador,prov,prova,provando prova,1
2261,3480,423,sonhei com a bendita prova de matematica e no sonho eu nao fiz nd so chorei acho q isso foi uma previsao mesmo,prov,prova,provando prova,1
2262,3607,423,sonhei umas paradas que eu tava desconfiando em quanto tempo eu tiro a prova saberemos,prov,prova,provando prova,1
2263,3616,423,sonhei que eu tava na escola como aluna um combo tinha inimigos de turma fazia prova tinha amiguinhos e ainda esqueci a chave de casa na hora de voltar e quem abriu o portao era o meu irmao que tinha faltado a prova eu terminei a escola em mas o sonho foi realista,prov,prova prova,provando prova,1
2264,3651,423,sonhei que ia fazer uma prova nivel mestrado e eu deveria saber cohomologia de rham,prov,prova,provando prova,1
2117,364,390,eu sonhei que o lucas foi expulso pq picou a rasteira no alex acordei sem saber se aconteceu mesmo ou eu sonhei,rasteira,rasteira,rasteira,1
2284,1810,16,eu sonhei que um cara me dava uma rasteira ai quando eu cai eu acordei,rasteira,rasteira,rasteira,1
2294,99,78,sonhei com um rato e ele tava com uma jaqueta linda m,rat,rato,rato ratos,1
2295,560,78,sonhei que era um rato,rat,rato,rato ratos,1
2296,2203,78,sonhei com ratos cegueira e fobia social acho que deus ta querendo me falar alguma coisa,rat,ratos,rato ratos,1
2297,2888,78,sonhei com rato,rat,rato,rato ratos,1
2298,3705,78,sonhei que eu inha um rato branco e ele tava gordo pra um caralho tipo gordo pra porra msm tive que ir no medico ver ele,rat,rato,rato ratos,1
757,1225,217,sonhei q recebi um pix de 3000 reais ai voltei pra realidade q desgraca,rea,reais,reais,1
2299,216,242,sonhei que eu ia me matricula em uma academia com reais e eles me davam uma mini cesta basica no meu segundo sonho meu amigo vinha falar que ele era guei eu fica tipo ta bom na vida real eu nao conheco esse menino e nem me lembro dele de lugar nenhum,rea,reais real,reais real creatina,1
2300,332,242,sonhei q o maior potinho de bacio di latte estava custando reais,rea,reais,reais real creatina,1
2301,900,242,hoje eu sonhei que pedi um brownie com maconha pelo ifood e o motoboy queria me cobrar reais da entrega eu batia boca com ele e abria um reclame aqui dias depois aparecia um representante de uma org chamada dichavando bla bla pra dar seu parecer mas eu acordei antes,rea,reais,reais real creatina,1
2302,1352,242,essa noite sonhei que tava no tuscaque falta faz pagar reais no pacote completo,rea,reais,reais real creatina,1
2303,1442,242,sonhei que estava gravida e dessa vez era um menino as contracoes pareciam tao reais e toda vez que vinham eu chamava alguem pra ver,rea,reais,reais real creatina,1
2304,1737,242,sonhei hoje que tinha perdido mil reais,rea,reais,reais real creatina,1
2305,2431,242,essa noite eu sonhei que achei 25 reais lembro ate do valor,rea,reais,reais real creatina,1
2306,2740,242,eu sonhei que ganhava da minha tia uma calca de 500 reais o dia que isso acontecer so em sonho mesmo,rea,reais,reais real creatina,1
2307,3300,242,sonhei que eu ia pro show da lauren por 20 reais,rea,reais,reais real creatina,1
2308,3645,242,sonhei que ia comprar creatina e tava 10 reais g foi sonho mesmo,rea,creatina reais,reais real creatina,1
2309,3682,242,sonhei que tinha roubado um contorno de 80 reais,rea,reais,reais real creatina,1
2310,3730,242,sonhei que tinha ganhado 5 reais com na bet,rea,reais,reais real creatina,1
2311,4085,242,sonhei q tinha pego um onibus q a passagem custava reais e eu so tinha reais ai pra pagar o resto eu tive q dancar axe no meio do corredor pra todo mundo o q mais me impressiona e q minha danca exclusiva de axe custou apenas reais,rea,reais reais reais,reais real creatina,1
2323,1583,457,eu sonhei que comia um donut gigante colorido com gosto de nuvem recheado de cookie recheado de rede velvet,red,rede,rede red,1
2324,3347,457,sonhei que a ariana aparecia em um red carpet de novo,red,red,rede red,1
2325,3754,457,sonhei com os homens no red carpet e eles n foram ainda bem q n acordei,red,red,rede red,1
2326,419,59,sonhei com ele me rejeitando dnv e foi pior pqp,rejeit,rejeitando,rejeitando rejeitado rejeitei rejeitava,1
2327,1255,59,eu sonhei q fui rejeitado em uma festa duas vezes diferentes,rejeit,rejeitado,rejeitando rejeitado rejeitei rejeitava,1
2328,1987,59,sonhei que eu era rejeitado por todas as pessoas que eu rejeitei que paradoxo,rejeit,rejeitado rejeitei,rejeitando rejeitado rejeitei rejeitava,1
2329,2790,59,sonhei q ele me rejeitava mim morri,rejeit,rejeitava,rejeitando rejeitado rejeitei rejeitava,1
1283,1966,325,essa noite sonhei que tinha um relatorio de estagio pra entregar e eu ainda nao havia feito nada pavor de sonho pois felizmente ja terminei a graduacao,relatorio,relatorio,relatorio,1
