hy,Unnamed: 0,pred,tweet_text,label_y,new_label,new_label_2,count
0,18,315,sonhei que eu ficava abracado com ele acordei tao bem me sentir tao seguro,abrac,abracado,abracado abraco abracava abracar abracei abracada abracando,1
1,253,315,sonhei com um amigo meu que eu nao vejo ha um tempo e nem falo mais sempre a sensacao que eu tenho e de que a namorada dele nao gosta muito de mim mas no sonho depois que a gente se viu a gente deu um abraco tao real que era o que eu precisava saudades amigo saudade,abrac,abraco,abracado abraco abracava abracar abracei abracada abracando,1
2,387,315,sonhei com uma pessoa que eu nao vejo ha anos a gente se abracava tanto tanto e eu chorava muito depois acordei pessima daria um braco por noticias dele ninguem nunca mais viu ou soube,abrac,abracava,abracado abraco abracava abracar abracei abracada abracando,1
3,721,315,hoje eu sonhei que eu ia conhecer a maraisa ate ai tudo bem dai eu entrei no camarim dela e quando eu fui abracar ela eu desmaiei e acordei eu e acordei e o sonho estava tao real que eu senti a queda acordei chorando,abrac,abracar,abracado abraco abracava abracar abracei abracada abracando,1
4,1596,315,sonhei que eu abracava o e ele e muito macio,abrac,abracava,abracado abraco abracava abracar abracei abracada abracando,1
5,2036,315,sonhei que eu abracei o edvin mds como eu sou vazia,abrac,abracei,abracado abraco abracava abracar abracei abracada abracando,1
6,2063,315,sonhei q tava abracado com a minha cheirosa mandando um velho tomar no cu e nao falar comigo de trabalho pq ele eh fdp e caloteiro,abrac,abracado,abracado abraco abracava abracar abracei abracada abracando,1
7,2151,315,sonhei com meu pai saudade daquele sorriso com covinha e do abraco sufocante,abrac,abraco,abracado abraco abracava abracar abracei abracada abracando,1
8,2266,315,sonhei que eu encontrava a tulla luana e dava um abraco nela,abrac,abraco,abracado abraco abracava abracar abracei abracada abracando,1
9,2405,315,eu sonhei com o abraco dele,abrac,abraco,abracado abraco abracava abracar abracei abracada abracando,1
10,2601,315,sonhei que ganhavamos a eleicao e eu chorava igual um abracada a nol_bruno,abrac,abracada,abracado abraco abracava abracar abracei abracada abracando,1
11,2822,315,sonhei com meu pai mas nao pude abracar ele porque eu estava cantando com sandy e junior,abrac,abracar,abracado abraco abracava abracar abracei abracada abracando,1
12,2865,315,sonhei abracando o lula na posse bom di aa,abrac,abracando,abracado abraco abracava abracar abracei abracada abracando,1
13,2954,315,sonhei a gente conversando com a malu no banco de uma praca e eu dava um abraco nela e tirava varias fotos adeus,abrac,abraco,abracado abraco abracava abracar abracei abracada abracando,1
14,3201,315,sonhei com a minha bisa e acordei morrendo de saudade dela e do abraco que ela me dava todos os dias,abrac,abraco,abracado abraco abracava abracar abracei abracada abracando,1
15,3339,315,sonhei com ele a gente se abracando e nao conseguindo largar do abraco pqp que dor,abrac,abracando abraco,abracado abraco abracava abracar abracei abracada abracando,1
16,3378,315,sonhei que tinha abracado o luan e foi tao lindo nossas fotinhas tirando selfie e ele me mandando pelo wpp dele que,abrac,abracado,abracado abraco abracava abracar abracei abracada abracando,1
17,3642,315,sonhei que eu encontrava o jao e abracava tanto ele acordei com uma saudade do nosso abraco,abrac,abracava abraco,abracado abraco abracava abracar abracei abracada abracando,1
18,4076,315,sonhei que tinha abracado a stefania e a camilla sempre fui triste,abrac,abracado,abracado abraco abracava abracar abracei abracada abracando,1
750,3677,232,sonhei que abracava o ross lynch fds acordei com tanta depressao,abrac,abracava,abracava,1
765,2689,217,sonhei que tava sendo abusada e acordei chorando igual uma desgracada,abuso,abusada,abusada,1
27,188,191,sonhei que morri em acidente de carro e agora minha meta enquanto vivo vai ser economizar para uma moto,acident,acidente,acidente acidentando atropelados atropelar atropelada atropelado,1
28,807,191,sonhei que eu sofria um acidente de aviao e foi tao real que to ate agora assustada,aviao,aviao,aviao,1
29,828,191,sonhei que eu tinha levado umas amigas numa casinha de boneca pela cidade na contramao do transito gerando acidente e explosao,acident,acidente,acidente acidentando atropelados atropelar atropelada atropelado,1
30,1398,191,sonhei q sofria um acidente de moto com uma pessoa,acident,acidente,acidente acidentando atropelados atropelar atropelada atropelado,1
31,1556,191,sonhei essa noite que meu vo morreu de pressao intra craniana e ele sonho que eu sofria acidente de carro achei bizarro,acident,acidente,acidente acidentando atropelados atropelar atropelada atropelado,1
32,3076,191,sonhei com varios conhecidos se acidentando de moto,acident,acidentando,acidente acidentando atropelados atropelar atropelada atropelado,1
33,3393,191,sonhei que eu sofria um acidente com a juma a muda e o tadeu na serra que vai pra petropolis,acident,acidente,acidente acidentando atropelados atropelar atropelada atropelado,1
34,4054,191,sonhei que sofria um acidente feio,acident,acidente,acidente acidentando atropelados atropelar atropelada atropelado,1
159,54,304,sonhei que eramos atropelados pelo coringao,atropelad,atropelados,acidente acidentando atropelados atropelar atropelada atropelado,1
160,809,304,sonhei que o vaxco vai atropelar hoje,atropelad,atropelar,acidente acidentando atropelados atropelar atropelada atropelado,1
161,2317,304,sonhei que e era atropelada,atropelad,atropelada,acidente acidentando atropelados atropelar atropelada atropelado,1
162,2879,304,sonhei q fui atropelada vsf,atropelad,atropelada,acidente acidentando atropelados atropelar atropelada atropelado,1
163,3035,304,sonhei que eu cuidava de uma girafa e tinha que levar ela no vet mas ela nao queria entrar no carro fugiu na rua e foi atropelada,atropelad,atropelada,acidente acidentando atropelados atropelar atropelada atropelado,1
164,3861,304,sonhei que meu tinha sido atropelado e pronto ja nao consigo dormir mais,atropelad,atropelado,acidente acidentando atropelados atropelar atropelada atropelado,1
43,473,365,sonhei adotando gatinhos mas eu ja tenho muitos gatinhos,adot,adotando,adotando adotava adotado adotou adotei,1
44,780,365,sonhei com magia que tentavam me matar fim do mundo que adotava um gatinho preto que um pedreiro tentava me pegar que tava na roca e leopardos corriam atras de mim e muito mais coisa q n me lembro pra q drogas se eu alucino qnd durmo,adot,adotava,adotando adotava adotado adotou adotei,1
45,1552,365,sonhei que minha mae tinha adotado uns animais pra cuidar e nessas ela adotou uma leoa e o bicho se comportava igualzinho um gato,adot,adotado adotou,adotando adotava adotado adotou adotei,1
46,2551,365,sonhei que adotei um labrador chamado robson,adot,adotei,adotando adotava adotado adotou adotei,1
47,2814,365,sonhei que eu adotei um gatinho,adot,adotei,adotando adotava adotado adotou adotei,1
48,2856,365,eu sonhei que tinha adotado um gatinho,adot,adotado,adotando adotava adotado adotou adotei,1
49,3715,365,sonhei que adotei um menininho de anos e acordei triste ele era tao carinhosinho,adot,adotei,adotando adotava adotado adotou adotei,1
50,3745,365,eu sonhei q tinha adotado um gatinho,adot,adotado,adotando adotava adotado adotou adotei,1
71,2152,374,eu sonhei um negocio mt aleatorio o delson falava no sonho que tinha sonhado com o munhoz e que ele falava q tava bem,sonho,sonhado,aleatorio aleatoriamente,1
88,518,208,sonhei q ganhava uma bike rosa acordei triste pois n tava na garagem amgs pfvo podem comecar a fazer uma vaquinha p me dar,ganh,ganhava,ganhava,1
89,694,208,sonhei q eu era prostituta no japao e minha parceira d trabalho acendeu um insenso e dai viramos super amgs pq eu amo insensos,amizad,amgs,amgs,1
90,1490,208,sonhei que perdia duas amgs e no sonho eu acordava pra checar e era vdd,amizad,amgs,amgs,1
91,1852,208,sonhei q eu e meus amgs tava em um ep de coven de ahs,amizad,amgs,amgs,1
92,53,11,sonhei com ele que saudade dessa amizade,amizad,amizade,amizade amizades,1
93,3147,11,sonhei com uma pessoa que representava muito pra mim no quesito amizade pensei que seria pra sempre isso ate hoje me doi,amizad,amizade,amizade amizades,1
94,3217,11,sonhei com a reconciliacao de uma amizade antiga e to aqui revisando todos os acontecimentos dessa semana pra ver se encontro algo que justifique esse sonho,amizad,amizade,amizade amizades,1
95,3488,11,sonhei tava transando com um amigo meu que era amizade colorida vou ter que mandar msg pra relembrar os velhos tempos,amizad,amizade,amizade amizades,1
96,3814,11,sonhei fazendo amizades e tinha pessoas proximas a mim ultimamente meus sonhos estao batendo tanto com a realidade que eu nao sei se fico tranquilo ou preocupado sei que se realizar e bom precisando msm,amizad,amizades,amizade amizades,1
97,3959,11,sonhei com uma pessoa que era apaixonado na amizade dela principalmente qnd combinavamos pra cerveja apos ela curtir sua primeira,amizad,amizade,amizade amizades,1
1697,2592,375,sonhei q a mulher do amg me desceu a porrada so pq ele traiu ela agr to com medo,amizad,amg,amg,1
1718,1935,218,sonhei que eu voltava a falar com a minha melhor amiga,amizad,melhor amiga,melhor amiga,1
1723,2796,218,sonhei que danilo me tirava dos melhores amigos dele,amizad,melhores amigos,melhores amigos,1
1726,3538,218,sonhei com o melhor amigo do namorado da minha melhor amiga,amizad,melhor amigo,melhor amigo,1
79,587,82,sonhei q eu era amada d vdd,amor,amada,amada amado amor amoras amoroso apaixonada apaixonava apaixonado apaixonados,1
80,1232,82,sonhei que tinha ganhado uma camisa do flamengo meu jesus amado essa alma ta condenada pro inferno,ganh,ganhado,ganhado,1
81,2325,82,sonhei que tava sendo amada que a pessoa nao tinha vergonha de mim que me beijava com vontade o ruim de sonhar com isso e bom e ruim o bom e que eu tenho a oportunidade de me sentir amada por um breve momento o ruim e que quando eu acordo eu sei que acordei,amor,amada amada,amada amado amor amoras amoroso apaixonada apaixonava apaixonado apaixonados,1
82,2443,82,sonhei com minha eterna amada,amor,amada,amada amado amor amoras amoroso apaixonada apaixonava apaixonado apaixonados,1
83,3640,82,sonhei com tanta coisa que jesus amado,amor,amado,amada amado amor amoras amoroso apaixonada apaixonava apaixonado apaixonados,1
84,1613,224,sonhei que conhecia a amanda,amor,amanda,amada amado amor amoras amoroso apaixonada apaixonava apaixonado apaixonados,1
85,2490,224,sonhei com a amanda hj acordei um lixo vou pula da ponte,amor,amanda,amada amado amor amoras amoroso apaixonada apaixonava apaixonado apaixonados,1
86,3136,224,eu sonhei que a minha mae tava escutando e amando essa musica aqui,amor,amando,amada amado amor amoras amoroso apaixonada apaixonava apaixonado apaixonados,1
87,4036,224,eu sonhei que meu pai morria apos uma briga nossa parecia tao real que eu acordei com uma angustia no meu peito entao mesmo nao o amando tanto resolvi falar um eu te amo isso enquanto eu chorava como um idiota ele viu e nem sequer se deu ao trabalho de responder,amor,amando,amada amado amor amoras amoroso apaixonada apaixonava apaixonado apaixonados,1
98,32,20,sonhei com ela e no meu sonho dizia que nao era amor,amor,amor,amada amado amor amoras amoroso apaixonada apaixonava apaixonado apaixonados,1
99,126,20,sonhei com o amor da minha vida hoje maria navalha e tudo p mim,amor,amor,amada amado amor amoras amoroso apaixonada apaixonava apaixonado apaixonados,1
100,127,20,sonhei que as pessoas eram boas em um mundo de amor,amor,amor,amada amado amor amoras amoroso apaixonada apaixonava apaixonado apaixonados,1
101,130,20,eu sonhei amor,amor,amor,amada amado amor amoras amoroso apaixonada apaixonava apaixonado apaixonados,1
102,242,20,sonhei com o armin mas o que ta me deixando encucada e que eu nunca sonhei com paquera nenhum do amor doce e o armin nem e meu paquera ofc,amor,amor,amada amado amor amoras amoroso apaixonada apaixonava apaixonado apaixonados,1
103,357,20,sonhei q eu tinha feito o parto da giulia pelo amor de deus,amor,amor,amada amado amor amoras amoroso apaixonada apaixonava apaixonado apaixonados,1
104,476,20,sonhei que as pessoas eram boas em um mundo de amor e acordei nesse mundo marginal,amor,amor,amada amado amor amoras amoroso apaixonada apaixonava apaixonado apaixonados,1
105,897,20,sonhei que tinha um pe de amoras no meu quarto hoje de manha vi que e tempo de amoras,amor,amoras amoras,amada amado amor amoras amoroso apaixonada apaixonava apaixonado apaixonados,1
106,972,20,sonhei com o luan e me deu uma saudade absurda dele meu amor nunca acaba mesmo,amor,amor,amada amado amor amoras amoroso apaixonada apaixonava apaixonado apaixonados,1
107,1393,20,sonhei c o amor d minha vida e nunca vi esse homem na vida mds segunda vez isso acontece,amor,amor,amada amado amor amoras amoroso apaixonada apaixonava apaixonado apaixonados,1
108,1457,20,sonhei q tirava foto c a anitta e dps a brotney spears vinha me dar conselho amoroso em portugues,anitta,anitta,anitta,1
109,2948,20,sonhei com o meu amor e acordei com sdds,amor,amor,amada amado amor amoras amoroso apaixonada apaixonava apaixonado apaixonados,1
122,284,233,sonhei com lee hoetaek nao quero mais isso pra mim toda vez que sonho com ele fico mais apaixonada,amor,apaixonada,amada amado amor amoras amoroso apaixonada apaixonava apaixonado apaixonados,1
123,899,233,sonhei que eu conheci uma menina muito fofinha me apaixonava por ela e ela me pedia em namoro uma semana depois com direito a anel de compromisso e tudo no dia seguinte meu pai era preso por lavagem de dinheiro e confiscaram meu celular ai nao tinha como avisar pra ela,amor,apaixonava,amada amado amor amoras amoroso apaixonada apaixonava apaixonado apaixonados,1
124,1688,233,sonhei que fui pedido em namoro e foi muito triste acordar pq eu tava apaixonado de vdd no sonho,amor,apaixonado,amada amado amor amoras amoroso apaixonada apaixonava apaixonado apaixonados,1
125,2067,233,sonhei com ela sou completamente apaixonado pena que ela nem ninguem nunca vai saber so eu,amor,apaixonado,amada amado amor amoras amoroso apaixonada apaixonava apaixonado apaixonados,1
126,2173,233,sonhei com uma guria que eu nao sei quem e e agora to apaixonada como pode,amor,apaixonada,amada amado amor amoras amoroso apaixonada apaixonava apaixonado apaixonados,1
127,2905,233,sonhei que a taylor swift era minha amiga e eu me apaixonava por ela,taylor,taylor,taylor,1
128,3233,233,sonhei que eu e o vk estavamos apaixonados,amor,apaixonados,amada amado amor amoras amoroso apaixonada apaixonava apaixonado apaixonados,1
110,548,72,sonhei com a ana ate qnd isso,ana,ana,ana,1
111,2486,72,sonhei que a ana maria braga tava gravida e que o naninho terminava a corrida em terceiro,ana,ana,ana,1
112,2510,72,sonhei que a ana castela me ajudava a dar fuga do meu casamento numa motoquinha azul,ana,ana,ana,1
113,2899,72,sonhei q fui vistirwr a keuryzinw cheguei la enckntrie a ana gore vai se fodwr ficou rindo d mim no sonjo,ana,ana,ana,1
114,3780,72,sonhei que a ana frango eletrico anunciava um album de horas onde cada musica teria uns minutos,ana,ana,ana,1
430,2060,277,sonhei que a anitta tava na cadeia e eu resgatava a kinga muito bom dia,anitta,anitta,anitta,1
117,230,317,sonhei que o coldplay tinha anunciado um show extra no brasil e seria em porto alegre,anunc,anunciado,anunciado anunciou anunciava anunciando,1
118,2398,317,sonhei que a taylor anunciou a tour e os ingressos abririam de janeiro,anunc,anunciou,anunciado anunciou anunciava anunciando,1
119,2421,317,sonhei que a taylor tinha anunciado tour pelo brasil,anunc,anunciado,anunciado anunciou anunciava anunciando,1
120,2573,317,sonhei que a liz anunciava ph bom dia,anunc,anunciava,anunciado anunciou anunciava anunciando,1
121,3266,317,sonhei com a renata vasconcellos anunciando lule como novo presidente do brasil,presidente,presidente,presidente,1
130,849,414,sonhei q tava fumando numa praca e aparecia um alien e o pedro scooby,fuma,fumando,fumando,1
148,646,380,sonhei q tava tendo um ataque de aranha na minha casa,aranha,aranha,aranha cobra cobras cobrei descobrir descobrirei,1
150,3007,380,sonhei c aranha a noite e foi mt real juro,aranha,aranha,aranha cobra cobras cobrei descobrir descobrirei,1
152,1127,352,sonhei q eu escapei de mais um assalto foi muito foda,assalt,assalto,assalto assaltada assaltante assaltado,1
153,2670,352,eu sonhei q eu fui assaltada mas ai eu flertei om o assaltante eai ele me devolveu meu celular ele realmente era bonitinho,assalt,assaltada assaltante,assalto assaltada assaltante assaltado,1
154,2734,352,sonhei q fui assaltada,assalt,assaltada,assalto assaltada assaltante assaltado,1
155,2763,352,essa noite eu sonhei que reagia durante um assalto,assalt,assalto,assalto assaltada assaltante assaltado,1
156,2828,352,sonhei q tinha sido assaltada no hopi vsf q desesperador,assalt,assaltada,assalto assaltada assaltante assaltado,1
157,3298,352,sonhei que tinha sido assaltado acordei no odio,assalt,assaltado,assalto assaltada assaltante assaltado,1
158,3699,352,sonhei que era assaltada poxa vida,assalt,assaltada,assalto assaltada assaltante assaltado,1
1282,1355,325,sonhei que um aviao havia caido meu deus,aviao,aviao,aviao,1
171,693,422,sonhei que ia trabalhar com um top assim por baixo do blazer mas varias vezes descuidava e mostrava os mamilos em audiencia,baix,baixo,baixo baixaria,1
172,2862,422,sonhei hoje com uma guria e eu tava bem boiolinha por ela no sonho acordei meio mas deixa baixo pq nao vou admitir isso nao,baix,baixo,baixo baixaria,1
173,3409,422,sonhei com tanta baixaria hj,baix,baixaria,baixo baixaria,1
174,3969,422,sonhei que tava num show de khruangbin e ouvia o baixo de pertinho,baix,baixo,baixo baixaria,1
175,272,92,eu sonhei que john kennedy foi baleado numa avenida em mariluz,bal,baleado,baleado bala bali baleia balada,1
176,651,92,sonhei a mesma coisa hj so que eu dava bala e nao levava,bal,bala,baleado bala bali baleia balada,1
177,656,92,sonhei que eu era bf da e tava tirando umas fotos dela em bali,bal,bali,baleado bala bali baleia balada,1
178,682,92,sonhei q meu pai tinha morrido pq a gente tava no fundo do oceano e uma baleia caiu no lugar q a gente tava e ele nao conseguiu fugir,bal,baleia,baleado bala bali baleia balada,1
179,1097,92,sonhei que teve uma perseguicao absurda na br e eu morri de bala perdida,bal,bala,baleado bala bali baleia balada,1
180,1279,92,sonhei q tomei uma bala,bal,bala,baleado bala bali baleia balada,1
181,1685,92,hoje eu sonhei que tava me arrumando pra ir pra balada com a minha tia e o mais doido e que eu realmente iria pra balada com a minha tia hoje em dia uns anos atras eu acharia isso impossivel mas atualmente minha relacao com ela ficou super de boa virar adulto da nisso,bal,balada balada,baleado bala bali baleia balada,1
182,2743,92,sonhei com orcamento secreto renata vasconcelos vitamina c baleia morta e encalhada na praia e show do don l,praia,praia,praia,1
183,3915,92,sonhei q eu tava numa balada e via as pessoas paasando vergonha dancando red lights,bal,balada,baleado bala bali baleia balada,1
184,1995,272,eu sonhei que tava num banheirao do bras,banheira,banheirao,banheirao,1
185,2275,272,sonhei com banheirao,banheira,banheirao,banheirao,1
2277,2971,280,sonhei q tava tomando banho de sol qria tanto,banheira,banho,qria,1
64,1036,374,sonhei que encontrava o joshua em um barzinho mo aleatorio mano,bar,barzinho,barzinho,1
186,337,46,sonhei que eu estava num evento open bar,bar,bar,bar,1
187,338,46,sonhei que tava num casamento open bar de espumante nao queria acordar,bar,bar,bar,1
188,2420,46,sonhei que a lina tava no bar,bar,bar,bar,1
189,3591,46,sonhei loucamente que tava num open bar sozinha me passando,bar,bar,bar,1
1615,2077,383,sonhei essa noite que cheguei no bar pra as 2h da manha o que sera que isso quer dizer,bar,bar,bar,1
190,365,52,sonhei q tava sem barba,barb,barba,barba,1
191,790,52,sonhei q eu tinha uma barba foda,barb,barba,barba,1
192,1202,52,sonhei que tava com a barba branca,barb,barba,barba,1
193,1979,52,sonhei q eu dormi e o macedo e o bahia tinha rapado minha barba ctz q estao tramando algo contra minha pessoa,barb,barba,barba,1
194,2962,52,sonhei q o saiko postava um video de caixa postal mostrando o rosto e ele tinha cortado a barba,barb,barba,barba,1
195,514,465,sonhei que estava gravida minha barriga tava tao linda no sonho,barrig,barriga,barriga,1
196,1248,465,sonhei que tava gravida uma barriga linda mas pelo amor de deus vai quebrando toda a maldicao,barrig,barriga,barriga,1
197,1631,465,sonhei q tava tatuando a barriga bom dia ja quero,barrig,barriga,barriga,1
198,2286,465,sonhei que eu tava gravida com a barriga enorme e sentia ate mexer quem sera a proxima,barrig,barriga,barriga,1
199,2604,465,sonhei q tudo se repetia e acordei c dor de barriga,barrig,barriga,barriga,1
200,2759,465,sonhei q inora coreia foi a primeira vez q sonhei q tava num aviao bizarro q eu senti ate o frio na barriga quando ele comecou a subir mas acho q isso foi porq ontem eu fui no brinquedo a barca,aviao,aviao,aviao,1
201,3240,465,sonhei que eu ficava mordendo a barriga dela mano mds foi muito bom,barrig,barriga,barriga,1
202,3743,465,sonhei que tava gravida e dava pra ver a cara do marcada pela barriga sangue de jesus tem poder,barrig,barriga,barriga,1
203,3853,465,sonhei que tava gravida e com uma barriga linda,barrig,barriga,barriga,1
204,110,18,sonhei q tinha batido nela acordei ate feliz,bater,batido,batido batendo bateu bater bati batida batia briga brigava brigando brigar xingou xingando xingado xingar,1
205,218,18,sonhei com o maconaro batendo no lula so pq eu li uma tirinha sobre o squid de senpai,bater,batendo,batido batendo bateu bater bati batida batia briga brigava brigando brigar xingou xingando xingado xingar,1
206,710,18,sonhei q case tinha batido milao,bater,batido,batido batendo bateu bater bati batida batia briga brigava brigando brigar xingou xingando xingado xingar,1
207,2105,18,sonhei com meus irmaos bateu saudade,bater,bateu,batido batendo bateu bater bati batida batia briga brigava brigando brigar xingou xingando xingado xingar,1
208,2263,18,sonhei que um mendigo tava me batendo,bater,batendo,batido batendo bateu bater bati batida batia briga brigava brigando brigar xingou xingando xingado xingar,1
209,3074,18,sonhei q arthur tava me traindo e sentei a porrada nele ai pensei eh so um sonho ah entao vou bater so pra descontar as raivas e bati mais me senti mal qnd acordei e lembrei q hj eh niver dele,bater,bater bati,batido batendo bateu bater bati batida batia briga brigava brigando brigar xingou xingando xingado xingar,1
210,3182,18,sonhei com pessoas da ufmg e bateu uma saudade,bater,bateu,batido batendo bateu bater bati batida batia briga brigava brigando brigar xingou xingando xingado xingar,1
211,3249,18,sonhei que o mid vazava e a sonoridade dele era mais puxadinha pro instrumental mas era uma batida tipo hard feelings tava muito boa,bater,batida,batido batendo bateu bater bati batida batia briga brigava brigando brigar xingou xingando xingado xingar,1
212,3496,18,sonhei que veio tres meninas me bater por causa de um menino q eu to saindo talvez seja um sinal,bater,bater,batido batendo bateu bater bati batida batia briga brigava brigando brigar xingou xingando xingado xingar,1
213,3750,18,sonhei c o bruno bateu ate uma bad,bater,bateu,batido batendo bateu bater bati batida batia briga brigava brigando brigar xingou xingando xingado xingar,1
214,3770,18,sonhei que bernardo era ainda deitado no berco dormindo bebado de leit chega escorria no canto da boquinha ate o cheirinho dele eu senti bateu uma saudade como passa rapido,bater,bateu,batido batendo bateu bater bati batida batia briga brigava brigando brigar xingou xingando xingado xingar,1
215,3820,18,sonhei que ia num show da dua lipa a gente conversava e batia foto,bater,batia,batido batendo bateu bater bati batida batia briga brigava brigando brigar xingou xingando xingado xingar,1
216,3931,18,eu sonhei com uma caixa azul e em tal lugar passei o dia procurando batendo o pe com meus pais dizendo que eu vi e dps me toquei que eu sonhei,bater,batendo,batido batendo bateu bater bati batida batia briga brigava brigando brigar xingou xingando xingado xingar,1
217,4038,18,hoje eu sonhei que dan ia dar uma festa de aniversario que podia bebida alcoolica ai la meu ex namorado tava la e ele disse q tinha ido la de barquinho ai do nada a mae dele apareceu a gente bateu um papo eu enchi o cu de pinga e rolou um massacre ai eu acordei,bater,bateu,batido batendo bateu bater bati batida batia briga brigava brigando brigar xingou xingando xingado xingar,1
218,16,160,sonhei que beijava aquela boca pqp a gente flerta tao forte,beij,beijava,beijava beijou beijo beijei beijar beijos beijado beijando,1
219,85,160,eu sonhei com uma pessoa ai cara do nada ela me beijou e ate aonde eu sei ela e hetero eu acordei rindo de nervoso,beij,beijou,beijava beijou beijo beijei beijar beijos beijado beijando,1
220,175,160,sonhei com voce voce ia me dar so um beijo mas como o sonho era meu transamos,beij,beijo,beijava beijou beijo beijei beijar beijos beijado beijando,1
221,265,160,sonhei q eu beijei a roberta colindrez,beij,beijei,beijava beijou beijo beijei beijar beijos beijado beijando,1
222,271,160,sonhei q beijava a jinks jinkxmonsoon e ai vamos realizar o sonho,beij,beijava,beijava beijou beijo beijei beijar beijos beijado beijando,1
223,320,160,sonhei que beijava o mc lan,beij,beijava,beijava beijou beijo beijei beijar beijos beijado beijando,1
224,604,160,sonhei que a namorada da minha amiga tentava me beijar mas toda vez que ela fazia isso ela apertava meu pescoco e eu sentia isso de verdade acordei com falta de ar cara,beij,beijar,beijava beijou beijo beijei beijar beijos beijado beijando,1
225,655,160,sonhei com a billie hj mas enfim deixa eu contar a gente tava indo comprar pizza conversando e tals e no meio disso ela me pergunta qual o meu maior objetivo e eu respondi que era beijar ela ai a gente se beijou de lingua sem or ai dps comemos pizza,pizza,pizza,pizza,1
226,676,160,sonhei q eu beijava uma pessoa especifica q so beijo bebado e no sonho estavamos total sobrio e queriamos acordei meio defeituoso desse sonho,beij,beijava beijo,beijava beijou beijo beijei beijar beijos beijado beijando,1
227,1068,160,sonhei com pablo grudado em mim mts beijos abracos tudo que eu precisava obrigada deus,beij,beijos,beijava beijou beijo beijei beijar beijos beijado beijando,1
228,1122,160,sonhei q beijei a menina e agr quero bjar ela que inferno,beij,beijei,beijava beijou beijo beijei beijar beijos beijado beijando,1
229,1177,160,sonhei com um beijo desses hj,beij,beijo,beijava beijou beijo beijei beijar beijos beijado beijando,1
230,1464,160,sonhei com um beijo solto desses intercontinentais,beij,beijo,beijava beijou beijo beijei beijar beijos beijado beijando,1
231,1489,160,sonhei que beijava um querido acordei com vontade,beij,beijava,beijava beijou beijo beijei beijar beijos beijado beijando,1
232,1965,160,essa noite eu sonhei q eu ja tinha beijado um moca dessa rede mas q eu nao lembrava como foi o beijo foi tipo um sobre a lembranca do beijo ou a falta dela,beij,beijado beijo beijo,beijava beijou beijo beijei beijar beijos beijado beijando,1
233,2415,160,sonhei que tava beijando beijar e tao bom mas meu labio inferior ficou todo,beij,beijando beijar,beijava beijou beijo beijei beijar beijos beijado beijando,1
234,2808,160,sonhei que beijava o loud_uailazaro e agora como faz pra realizar isso,beij,beijava,beijava beijou beijo beijei beijar beijos beijado beijando,1
235,2846,160,sonhei q beijei desumano pois nao e realidade,beij,beijei,beijava beijou beijo beijei beijar beijos beijado beijando,1
236,3028,160,sonhei que tava beijando muita gente sera se vem ai o namoro,beij,beijando,beijava beijou beijo beijei beijar beijos beijado beijando,1
237,3134,160,sonhei com a menina que eu gosto e acordei justamente quando eu tava indo encontrar ela pra beijar no dia que eu beijar essa mulher serei um homem feliz,beij,beijar beijar,beijava beijou beijo beijei beijar beijos beijado beijando,1
238,3357,160,sonhei que beijava algumas bocas,beij,beijava,beijava beijou beijo beijei beijar beijos beijado beijando,1
239,3372,160,sonhei que eu beijava a pablo vittar e mds que vontade de realizar,beij,beijava,beijava beijou beijo beijei beijar beijos beijado beijando,1
240,3382,160,sonhei beijando o crush e nao foi bom,beij,beijando,beijava beijou beijo beijei beijar beijos beijado beijando,1
241,3541,160,sonhei q beijei a zendaya,beij,beijei,beijava beijou beijo beijei beijar beijos beijado beijando,1
242,3664,160,sonhei que beijava elx porem n queria que ficasse so no sonho,beij,beijava,beijava beijou beijo beijei beijar beijos beijado beijando,1
243,3697,160,sonhei que finalmente beijava um cara que sou super a fim queria,beij,beijava,beijava beijou beijo beijei beijar beijos beijado beijando,1
244,4098,160,sonhei que tava beijando el no outro dia beijei el a vida e como um sonho,beij,beijando beijei,beijava beijou beijo beijei beijar beijos beijado beijando,1
799,1053,71,sonhei q eu estava beijando algm q eu nem falo direito,beij,beijando,beijando,1
251,275,335,sonhei com o chopper coloquei viado no jogo do bicho,bich,bicho,bicho bichos,1
252,971,335,sonhei com um monte de cobra sera se devo jogar no jogo do bicho,bich,bicho,bicho bichos,1
253,1709,335,sonhei q tinha varios bicho uma calopsita gecko q tentou fugir voando pra linha do trem na cidade da minha vo mas eu peguei ele ai eu tinha q vigiar os bicho toda hora sonhei q tava no meio do mar num bote tentando remar cm mais pessoas sonhei com o cia meu deus,bich,bicho bicho,bicho bichos,1
254,1711,335,sonhei com varios bichos e queria jogar so q n consigo escolher,bich,bichos,bicho bichos,1
255,2255,335,eu sonhei com bicho hoje ai eu comentando com a minha mae que toda vez que sonhava com bicho o fulano ia jogar no bicho e ganhava ela vou la jogar entao,bich,bicho bicho bicho,bicho bichos,1
256,2353,335,sonhei q tava jogando varios copos de vidro nesse bicho que vire realidade,bich,bicho,bicho bichos,1
257,2557,335,sonhei com cobra vou jogar no bicho,bich,bicho,bicho bichos,1
261,1746,474,sonhei que eu tava em um evento onde a billie tava cantando aqui no brasil acordei morrendo de solucar,billi,billie,billie,1
262,2061,474,sonhei que a billie anunciava que vinha no lolla ai eu e a minha amiga conseguimos ir porem quando a gente chegava la o show era solo,billi,billie,billie,1
